470 Q0 WTX001-B09-36 0 0,306619 QueryExpansion
475 Q0 WTX001-B09-220 2 0,000000 QueryExpansion
475 Q0 WTX001-B09-228 3 0,000000 QueryExpansion
475 Q0 WTX001-B40-29 4 0,000000 QueryExpansion
475 Q0 WTX001-B40-31 5 0,000000 QueryExpansion
475 Q0 WTX001-B40-34 6 0,000000 QueryExpansion
475 Q0 WTX001-B40-47 7 0,000000 QueryExpansion
475 Q0 WTX001-B40-99 8 0,000000 QueryExpansion
475 Q0 WTX001-B17-61 9 0,000000 QueryExpansion
476 Q0 WTX001-B27-131 0 0,108957 QueryExpansion
476 Q0 WTX001-B03-254 1 0,069089 QueryExpansion
476 Q0 WTX001-B03-248 2 0,051817 QueryExpansion
476 Q0 WTX001-B45-260 3 0,051354 QueryExpansion
476 Q0 WTX001-B28-84 4 0,047804 QueryExpansion
476 Q0 WTX001-B41-100 5 0,046696 QueryExpansion
476 Q0 WTX001-B16-105 6 0,044944 QueryExpansion
476 Q0 WTX001-B42-156 7 0,044944 QueryExpansion
476 Q0 WTX001-B41-24 8 0,043181 QueryExpansion
476 Q0 WTX001-B03-4 9 0,043181 QueryExpansion
477 Q0 WTX001-B26-80 0 0,029020 QueryExpansion
477 Q0 WTX001-B37-130 1 0,023898 QueryExpansion
477 Q0 WTX001-B13-18 2 0,019145 QueryExpansion
477 Q0 WTX001-B37-94 3 0,016573 QueryExpansion
477 Q0 WTX001-B19-244 4 0,016187 QueryExpansion
477 Q0 WTX001-B45-434 5 0,012891 QueryExpansion
477 Q0 WTX001-B35-375 6 0,012305 QueryExpansion
477 Q0 WTX001-B32-243 7 0,010524 QueryExpansion
477 Q0 WTX001-B26-518 8 0,010341 QueryExpansion
477 Q0 WTX001-B17-235 9 0,010307 QueryExpansion
510 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
510 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
510 Q0 WTX001-B09-4 2 0,000000 QueryExpansion
510 Q0 WTX001-B09-5 3 0,000000 QueryExpansion
510 Q0 WTX001-B09-6 4 0,000000 QueryExpansion
510 Q0 WTX001-B09-7 5 0,000000 QueryExpansion
510 Q0 WTX001-B09-8 6 0,000000 QueryExpansion
510 Q0 WTX001-B09-10 7 0,000000 QueryExpansion
510 Q0 WTX001-B09-11 8 0,000000 QueryExpansion
510 Q0 WTX001-B09-12 9 0,000000 QueryExpansion
478 Q0 WTX001-B43-522 0 0,209025 QueryExpansion
478 Q0 WTX001-B43-404 1 0,188326 QueryExpansion
478 Q0 WTX001-B49-181 2 0,185910 QueryExpansion
478 Q0 WTX001-B44-50 3 0,180201 QueryExpansion
478 Q0 WTX001-B39-81 4 0,174787 QueryExpansion
478 Q0 WTX001-B44-435 5 0,171407 QueryExpansion
478 Q0 WTX001-B49-229 6 0,171186 QueryExpansion
478 Q0 WTX001-B48-132 7 0,167932 QueryExpansion
478 Q0 WTX001-B31-11 8 0,164090 QueryExpansion
478 Q0 WTX001-B44-67 9 0,154925 QueryExpansion
511 Q0 WTX001-B34-186 0 0,081753 QueryExpansion
511 Q0 WTX001-B15-143 1 0,067941 QueryExpansion
511 Q0 WTX001-B30-240 2 0,049264 QueryExpansion
511 Q0 WTX001-B33-5 3 0,046628 QueryExpansion
511 Q0 WTX001-B30-214 4 0,046459 QueryExpansion
511 Q0 WTX001-B06-87 5 0,037035 QueryExpansion
511 Q0 WTX001-B05-28 6 0,036631 QueryExpansion
511 Q0 WTX001-B21-158 7 0,035223 QueryExpansion
511 Q0 WTX001-B15-94 8 0,034749 QueryExpansion
511 Q0 WTX001-B43-423 9 0,034540 QueryExpansion
479 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
479 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
479 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
479 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
479 Q0 WTX001-B09-5 4 0,000000 QueryExpansion
479 Q0 WTX001-B09-6 5 0,000000 QueryExpansion
479 Q0 WTX001-B09-8 6 0,000000 QueryExpansion
479 Q0 WTX001-B09-9 7 0,000000 QueryExpansion
479 Q0 WTX001-B09-10 8 0,000000 QueryExpansion
479 Q0 WTX001-B09-11 9 0,000000 QueryExpansion
512 Q0 WTX001-B34-253 0 0,109051 QueryExpansion
512 Q0 WTX001-B21-49 1 0,054526 QueryExpansion
512 Q0 WTX001-B11-138 2 0,044323 QueryExpansion
512 Q0 WTX001-B11-137 3 0,036523 QueryExpansion
512 Q0 WTX001-B14-31 4 0,034079 QueryExpansion
512 Q0 WTX001-B38-712 5 0,033941 QueryExpansion
512 Q0 WTX001-B15-35 6 0,033833 QueryExpansion
512 Q0 WTX001-B11-131 7 0,033436 QueryExpansion
512 Q0 WTX001-B11-135 8 0,033436 QueryExpansion
512 Q0 WTX001-B11-157 9 0,031305 QueryExpansion
513 Q0 WTX001-B34-9 0 0,452946 QueryExpansion
513 Q0 WTX001-B49-140 1 0,348144 QueryExpansion
513 Q0 WTX001-B36-113 2 0,152313 QueryExpansion
513 Q0 WTX001-B32-159 3 0,152313 QueryExpansion
513 Q0 WTX001-B42-49 4 0,130554 QueryExpansion
513 Q0 WTX001-B37-221 5 0,108795 QueryExpansion
513 Q0 WTX001-B25-153 6 0,108795 QueryExpansion
513 Q0 WTX001-B10-126 7 0,108795 QueryExpansion
513 Q0 WTX001-B40-12 8 0,087036 QueryExpansion
513 Q0 WTX001-B30-406 9 0,076156 QueryExpansion
514 Q0 WTX001-B16-150 0 0,054199 QueryExpansion
514 Q0 WTX001-B30-195 1 0,046034 QueryExpansion
514 Q0 WTX001-B47-230 2 0,037798 QueryExpansion
514 Q0 WTX001-B31-186 3 0,034747 QueryExpansion
514 Q0 WTX001-B35-375 4 0,034722 QueryExpansion
514 Q0 WTX001-B13-245 5 0,034215 QueryExpansion
514 Q0 WTX001-B30-214 6 0,031662 QueryExpansion
514 Q0 WTX001-B09-79 7 0,031097 QueryExpansion
514 Q0 WTX001-B37-39 8 0,030843 QueryExpansion
514 Q0 WTX001-B28-266 9 0,030590 QueryExpansion
515 Q0 WTX001-B41-145 0 0,015811 QueryExpansion
515 Q0 WTX001-B12-141 1 0,012939 QueryExpansion
515 Q0 WTX001-B48-255 2 0,011820 QueryExpansion
515 Q0 WTX001-B07-416 3 0,008673 QueryExpansion
515 Q0 WTX001-B22-5 4 0,007263 QueryExpansion
515 Q0 WTX001-B48-60 5 0,007201 QueryExpansion
515 Q0 WTX001-B06-302 6 0,007070 QueryExpansion
515 Q0 WTX001-B21-151 7 0,006506 QueryExpansion
515 Q0 WTX001-B19-271 8 0,006328 QueryExpansion
515 Q0 WTX001-B35-111 9 0,005771 QueryExpansion
516 Q0 WTX001-B42-253 0 0,168015 QueryExpansion
516 Q0 WTX001-B20-10 1 0,134585 QueryExpansion
516 Q0 WTX001-B30-226 2 0,126011 QueryExpansion
516 Q0 WTX001-B41-104 3 0,126011 QueryExpansion
516 Q0 WTX001-B46-51 4 0,126011 QueryExpansion
516 Q0 WTX001-B26-301 5 0,109296 QueryExpansion
516 Q0 WTX001-B27-191 6 0,105009 QueryExpansion
516 Q0 WTX001-B27-266 7 0,105009 QueryExpansion
516 Q0 WTX001-B20-46 8 0,105009 QueryExpansion
516 Q0 WTX001-B08-113 9 0,105009 QueryExpansion
517 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
517 Q0 WTX001-B09-5 1 0,000000 QueryExpansion
517 Q0 WTX001-B09-7 2 0,000000 QueryExpansion
517 Q0 WTX001-B09-16 3 0,000000 QueryExpansion
517 Q0 WTX001-B09-18 4 0,000000 QueryExpansion
517 Q0 WTX001-B09-43 5 0,000000 QueryExpansion
517 Q0 WTX001-B09-48 6 0,000000 QueryExpansion
517 Q0 WTX001-B09-53 7 0,000000 QueryExpansion
517 Q0 WTX001-B09-55 8 0,000000 QueryExpansion
517 Q0 WTX001-B09-58 9 0,000000 QueryExpansion
518 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
518 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
518 Q0 WTX001-B09-4 2 0,000000 QueryExpansion
518 Q0 WTX001-B09-5 3 0,000000 QueryExpansion
518 Q0 WTX001-B09-8 4 0,000000 QueryExpansion
518 Q0 WTX001-B09-10 5 0,000000 QueryExpansion
518 Q0 WTX001-B09-11 6 0,000000 QueryExpansion
518 Q0 WTX001-B09-13 7 0,000000 QueryExpansion
518 Q0 WTX001-B09-14 8 0,000000 QueryExpansion
518 Q0 WTX001-B09-15 9 0,000000 QueryExpansion
519 Q0 WTX001-B06-27 0 0,046991 QueryExpansion
519 Q0 WTX001-B32-209 1 0,037653 QueryExpansion
519 Q0 WTX001-B34-275 2 0,037653 QueryExpansion
519 Q0 WTX001-B31-232 3 0,031307 QueryExpansion
519 Q0 WTX001-B08-99 4 0,031084 QueryExpansion
519 Q0 WTX001-B33-81 5 0,027191 QueryExpansion
519 Q0 WTX001-B08-229 6 0,026667 QueryExpansion
519 Q0 WTX001-B37-194 7 0,024329 QueryExpansion
519 Q0 WTX001-B27-150 8 0,023753 QueryExpansion
519 Q0 WTX001-B42-219 9 0,022866 QueryExpansion
480 Q0 WTX001-B09-11 0 0,000000 QueryExpansion
480 Q0 WTX001-B09-15 1 0,000000 QueryExpansion
480 Q0 WTX001-B09-18 2 0,000000 QueryExpansion
480 Q0 WTX001-B09-19 3 0,000000 QueryExpansion
480 Q0 WTX001-B09-21 4 0,000000 QueryExpansion
480 Q0 WTX001-B09-29 5 0,000000 QueryExpansion
480 Q0 WTX001-B09-30 6 0,000000 QueryExpansion
480 Q0 WTX001-B09-38 7 0,000000 QueryExpansion
480 Q0 WTX001-B09-39 8 0,000000 QueryExpansion
480 Q0 WTX001-B09-43 9 0,000000 QueryExpansion
481 Q0 WTX001-B32-267 0 0,015803 QueryExpansion
481 Q0 WTX001-B48-269 1 0,010678 QueryExpansion
481 Q0 WTX001-B30-163 2 0,010645 QueryExpansion
481 Q0 WTX001-B11-112 3 0,010395 QueryExpansion
481 Q0 WTX001-B20-188 4 0,009846 QueryExpansion
481 Q0 WTX001-B46-58 5 0,009171 QueryExpansion
481 Q0 WTX001-B34-480 6 0,008114 QueryExpansion
481 Q0 WTX001-B08-214 7 0,008058 QueryExpansion
481 Q0 WTX001-B12-213 8 0,008030 QueryExpansion
481 Q0 WTX001-B50-12 9 0,007416 QueryExpansion
482 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
482 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
482 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
482 Q0 WTX001-B09-5 3 0,000000 QueryExpansion
482 Q0 WTX001-B09-6 4 0,000000 QueryExpansion
482 Q0 WTX001-B09-9 5 0,000000 QueryExpansion
482 Q0 WTX001-B09-13 6 0,000000 QueryExpansion
482 Q0 WTX001-B09-15 7 0,000000 QueryExpansion
482 Q0 WTX001-B09-17 8 0,000000 QueryExpansion
482 Q0 WTX001-B09-18 9 0,000000 QueryExpansion
483 Q0 WTX001-B09-43 0 0,000000 QueryExpansion
483 Q0 WTX001-B09-48 1 0,000000 QueryExpansion
483 Q0 WTX001-B09-49 2 0,000000 QueryExpansion
483 Q0 WTX001-B09-50 3 0,000000 QueryExpansion
483 Q0 WTX001-B09-54 4 0,000000 QueryExpansion
483 Q0 WTX001-B09-57 5 0,000000 QueryExpansion
483 Q0 WTX001-B09-59 6 0,000000 QueryExpansion
483 Q0 WTX001-B09-63 7 0,000000 QueryExpansion
483 Q0 WTX001-B09-74 8 0,000000 QueryExpansion
483 Q0 WTX001-B09-98 9 0,000000 QueryExpansion
484 Q0 WTX001-B09-15 0 0,000000 QueryExpansion
484 Q0 WTX001-B09-19 1 0,000000 QueryExpansion
484 Q0 WTX001-B09-30 2 0,000000 QueryExpansion
484 Q0 WTX001-B09-38 3 0,000000 QueryExpansion
484 Q0 WTX001-B09-39 4 0,000000 QueryExpansion
484 Q0 WTX001-B09-44 5 0,000000 QueryExpansion
484 Q0 WTX001-B09-50 6 0,000000 QueryExpansion
484 Q0 WTX001-B09-57 7 0,000000 QueryExpansion
484 Q0 WTX001-B09-63 8 0,000000 QueryExpansion
484 Q0 WTX001-B09-66 9 0,000000 QueryExpansion
485 Q0 WTX001-B33-122 0 0,163793 QueryExpansion
485 Q0 WTX001-B16-274 1 0,155672 QueryExpansion
485 Q0 WTX001-B30-411 2 0,134390 QueryExpansion
485 Q0 WTX001-B30-427 3 0,103755 QueryExpansion
485 Q0 WTX001-B30-417 4 0,099712 QueryExpansion
485 Q0 WTX001-B31-22 5 0,094112 QueryExpansion
485 Q0 WTX001-B31-2 6 0,080499 QueryExpansion
485 Q0 WTX001-B08-239 7 0,079555 QueryExpansion
485 Q0 WTX001-B28-177 8 0,073707 QueryExpansion
485 Q0 WTX001-B28-179 9 0,068355 QueryExpansion
486 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
486 Q0 WTX001-B09-14 1 0,000000 QueryExpansion
486 Q0 WTX001-B09-28 2 0,000000 QueryExpansion
486 Q0 WTX001-B09-30 3 0,000000 QueryExpansion
486 Q0 WTX001-B09-41 4 0,000000 QueryExpansion
486 Q0 WTX001-B09-154 5 0,000000 QueryExpansion
486 Q0 WTX001-B09-160 6 0,000000 QueryExpansion
486 Q0 WTX001-B09-162 7 0,000000 QueryExpansion
486 Q0 WTX001-B09-178 8 0,000000 QueryExpansion
486 Q0 WTX001-B09-214 9 0,000000 QueryExpansion
487 Q0 WTX001-B29-30 0 0,208076 QueryExpansion
487 Q0 WTX001-B03-124 1 0,153677 QueryExpansion
487 Q0 WTX001-B03-245 2 0,135357 QueryExpansion
487 Q0 WTX001-B48-292 3 0,104038 QueryExpansion
487 Q0 WTX001-B44-19 4 0,104038 QueryExpansion
487 Q0 WTX001-B49-34 5 0,104038 QueryExpansion
487 Q0 WTX001-B03-89 6 0,101518 QueryExpansion
487 Q0 WTX001-B21-158 7 0,038666 QueryExpansion
520 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
520 Q0 WTX001-B09-5 1 0,000000 QueryExpansion
520 Q0 WTX001-B09-7 2 0,000000 QueryExpansion
520 Q0 WTX001-B09-12 3 0,000000 QueryExpansion
520 Q0 WTX001-B09-18 4 0,000000 QueryExpansion
520 Q0 WTX001-B09-20 5 0,000000 QueryExpansion
520 Q0 WTX001-B09-21 6 0,000000 QueryExpansion
520 Q0 WTX001-B09-50 7 0,000000 QueryExpansion
520 Q0 WTX001-B09-54 8 0,000000 QueryExpansion
520 Q0 WTX001-B09-57 9 0,000000 QueryExpansion
488 Q0 WTX001-B16-105 0 0,226149 QueryExpansion
488 Q0 WTX001-B20-131 1 0,191474 QueryExpansion
488 Q0 WTX001-B38-717 2 0,151051 QueryExpansion
488 Q0 WTX001-B15-130 3 0,132461 QueryExpansion
488 Q0 WTX001-B21-60 4 0,115618 QueryExpansion
488 Q0 WTX001-B11-266 5 0,110115 QueryExpansion
488 Q0 WTX001-B42-59 6 0,105969 QueryExpansion
488 Q0 WTX001-B42-132 7 0,102861 QueryExpansion
488 Q0 WTX001-B08-217 8 0,101006 QueryExpansion
488 Q0 WTX001-B11-292 9 0,097910 QueryExpansion
521 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
521 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
521 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
521 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
521 Q0 WTX001-B09-5 4 0,000000 QueryExpansion
521 Q0 WTX001-B09-6 5 0,000000 QueryExpansion
521 Q0 WTX001-B09-7 6 0,000000 QueryExpansion
521 Q0 WTX001-B09-8 7 0,000000 QueryExpansion
521 Q0 WTX001-B09-9 8 0,000000 QueryExpansion
521 Q0 WTX001-B09-10 9 0,000000 QueryExpansion
489 Q0 WTX001-B49-187 0 0,101832 QueryExpansion
489 Q0 WTX001-B44-15 1 0,095626 QueryExpansion
489 Q0 WTX001-B01-23 2 0,090328 QueryExpansion
489 Q0 WTX001-B21-121 3 0,088650 QueryExpansion
489 Q0 WTX001-B43-510 4 0,088419 QueryExpansion
489 Q0 WTX001-B50-79 5 0,085760 QueryExpansion
489 Q0 WTX001-B20-284 6 0,083772 QueryExpansion
489 Q0 WTX001-B02-192 7 0,083329 QueryExpansion
489 Q0 WTX001-B48-224 8 0,076878 QueryExpansion
489 Q0 WTX001-B23-393 9 0,073587 QueryExpansion
522 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
522 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
522 Q0 WTX001-B09-4 2 0,000000 QueryExpansion
522 Q0 WTX001-B09-6 3 0,000000 QueryExpansion
522 Q0 WTX001-B09-8 4 0,000000 QueryExpansion
522 Q0 WTX001-B09-10 5 0,000000 QueryExpansion
522 Q0 WTX001-B09-11 6 0,000000 QueryExpansion
522 Q0 WTX001-B09-12 7 0,000000 QueryExpansion
522 Q0 WTX001-B09-14 8 0,000000 QueryExpansion
522 Q0 WTX001-B09-15 9 0,000000 QueryExpansion
523 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
523 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
523 Q0 WTX001-B09-5 2 0,000000 QueryExpansion
523 Q0 WTX001-B09-7 3 0,000000 QueryExpansion
523 Q0 WTX001-B09-9 4 0,000000 QueryExpansion
523 Q0 WTX001-B09-10 5 0,000000 QueryExpansion
523 Q0 WTX001-B09-11 6 0,000000 QueryExpansion
523 Q0 WTX001-B09-12 7 0,000000 QueryExpansion
523 Q0 WTX001-B09-13 8 0,000000 QueryExpansion
523 Q0 WTX001-B09-15 9 0,000000 QueryExpansion
524 Q0 WTX001-B09-28 0 0,000000 QueryExpansion
524 Q0 WTX001-B09-43 1 0,000000 QueryExpansion
524 Q0 WTX001-B09-44 2 0,000000 QueryExpansion
524 Q0 WTX001-B09-68 3 0,000000 QueryExpansion
524 Q0 WTX001-B09-69 4 0,000000 QueryExpansion
524 Q0 WTX001-B09-71 5 0,000000 QueryExpansion
524 Q0 WTX001-B09-74 6 0,000000 QueryExpansion
524 Q0 WTX001-B09-106 7 0,000000 QueryExpansion
524 Q0 WTX001-B09-131 8 0,000000 QueryExpansion
524 Q0 WTX001-B09-138 9 0,000000 QueryExpansion
525 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
525 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
525 Q0 WTX001-B09-5 2 0,000000 QueryExpansion
525 Q0 WTX001-B09-9 3 0,000000 QueryExpansion
525 Q0 WTX001-B09-13 4 0,000000 QueryExpansion
525 Q0 WTX001-B09-15 5 0,000000 QueryExpansion
525 Q0 WTX001-B09-17 6 0,000000 QueryExpansion
525 Q0 WTX001-B09-18 7 0,000000 QueryExpansion
525 Q0 WTX001-B09-19 8 0,000000 QueryExpansion
525 Q0 WTX001-B09-21 9 0,000000 QueryExpansion
526 Q0 WTX001-B32-259 0 0,126262 QueryExpansion
526 Q0 WTX001-B18-32 1 0,082135 QueryExpansion
526 Q0 WTX001-B18-34 2 0,063131 QueryExpansion
526 Q0 WTX001-B20-151 3 0,049281 QueryExpansion
526 Q0 WTX001-B15-162 4 0,049281 QueryExpansion
526 Q0 WTX001-B36-93 5 0,037879 QueryExpansion
526 Q0 WTX001-B19-246 6 0,025252 QueryExpansion
526 Q0 WTX001-B29-268 7 0,022096 QueryExpansion
526 Q0 WTX001-B42-15 8 0,012626 QueryExpansion
526 Q0 WTX001-B18-198 9 0,009470 QueryExpansion
527 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
527 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
527 Q0 WTX001-B09-4 2 0,000000 QueryExpansion
527 Q0 WTX001-B09-6 3 0,000000 QueryExpansion
527 Q0 WTX001-B09-8 4 0,000000 QueryExpansion
527 Q0 WTX001-B09-11 5 0,000000 QueryExpansion
527 Q0 WTX001-B09-12 6 0,000000 QueryExpansion
527 Q0 WTX001-B09-13 7 0,000000 QueryExpansion
527 Q0 WTX001-B09-14 8 0,000000 QueryExpansion
527 Q0 WTX001-B09-15 9 0,000000 QueryExpansion
528 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
528 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
528 Q0 WTX001-B09-9 2 0,000000 QueryExpansion
528 Q0 WTX001-B09-13 3 0,000000 QueryExpansion
528 Q0 WTX001-B09-14 4 0,000000 QueryExpansion
528 Q0 WTX001-B09-15 5 0,000000 QueryExpansion
528 Q0 WTX001-B09-17 6 0,000000 QueryExpansion
528 Q0 WTX001-B09-18 7 0,000000 QueryExpansion
528 Q0 WTX001-B09-26 8 0,000000 QueryExpansion
528 Q0 WTX001-B09-28 9 0,000000 QueryExpansion
529 Q0 WTX001-B09-11 0 0,000000 QueryExpansion
529 Q0 WTX001-B09-15 1 0,000000 QueryExpansion
529 Q0 WTX001-B09-17 2 0,000000 QueryExpansion
529 Q0 WTX001-B09-18 3 0,000000 QueryExpansion
529 Q0 WTX001-B09-19 4 0,000000 QueryExpansion
529 Q0 WTX001-B09-20 5 0,000000 QueryExpansion
529 Q0 WTX001-B09-24 6 0,000000 QueryExpansion
529 Q0 WTX001-B09-28 7 0,000000 QueryExpansion
529 Q0 WTX001-B09-38 8 0,000000 QueryExpansion
529 Q0 WTX001-B09-41 9 0,000000 QueryExpansion
490 Q0 WTX001-B06-63 0 0,029501 QueryExpansion
490 Q0 WTX001-B09-206 1 0,029422 QueryExpansion
490 Q0 WTX001-B05-38 2 0,028288 QueryExpansion
490 Q0 WTX001-B09-162 3 0,025687 QueryExpansion
490 Q0 WTX001-B21-137 4 0,020500 QueryExpansion
490 Q0 WTX001-B06-102 5 0,020063 QueryExpansion
490 Q0 WTX001-B06-87 6 0,019291 QueryExpansion
490 Q0 WTX001-B19-246 7 0,016770 QueryExpansion
490 Q0 WTX001-B15-23 8 0,016496 QueryExpansion
490 Q0 WTX001-B38-388 9 0,014762 QueryExpansion
491 Q0 WTX001-B09-78 0 0,000000 QueryExpansion
491 Q0 WTX001-B09-219 1 0,000000 QueryExpansion
491 Q0 WTX001-B40-19 2 0,000000 QueryExpansion
491 Q0 WTX001-B40-31 3 0,000000 QueryExpansion
491 Q0 WTX001-B40-38 4 0,000000 QueryExpansion
491 Q0 WTX001-B40-61 5 0,000000 QueryExpansion
491 Q0 WTX001-B40-99 6 0,000000 QueryExpansion
491 Q0 WTX001-B17-75 7 0,000000 QueryExpansion
491 Q0 WTX001-B17-83 8 0,000000 QueryExpansion
491 Q0 WTX001-B17-89 9 0,000000 QueryExpansion
492 Q0 WTX001-B02-373 0 0,093040 QueryExpansion
492 Q0 WTX001-B26-85 1 0,065447 QueryExpansion
492 Q0 WTX001-B47-196 2 0,061657 QueryExpansion
492 Q0 WTX001-B47-197 3 0,061657 QueryExpansion
492 Q0 WTX001-B47-198 4 0,061657 QueryExpansion
492 Q0 WTX001-B47-199 5 0,061657 QueryExpansion
492 Q0 WTX001-B47-200 6 0,061657 QueryExpansion
492 Q0 WTX001-B47-204 7 0,061657 QueryExpansion
492 Q0 WTX001-B47-206 8 0,061657 QueryExpansion
492 Q0 WTX001-B47-208 9 0,061657 QueryExpansion
493 Q0 WTX001-B03-240 0 0,029394 QueryExpansion
493 Q0 WTX001-B11-303 1 0,022455 QueryExpansion
493 Q0 WTX001-B45-308 2 0,020805 QueryExpansion
493 Q0 WTX001-B08-184 3 0,019865 QueryExpansion
493 Q0 WTX001-B38-164 4 0,017664 QueryExpansion
493 Q0 WTX001-B38-177 5 0,017664 QueryExpansion
493 Q0 WTX001-B24-342 6 0,016040 QueryExpansion
493 Q0 WTX001-B07-316 7 0,014999 QueryExpansion
493 Q0 WTX001-B46-446 8 0,014943 QueryExpansion
493 Q0 WTX001-B20-188 9 0,013496 QueryExpansion
494 Q0 WTX001-B15-37 0 0,094219 QueryExpansion
494 Q0 WTX001-B15-47 1 0,089706 QueryExpansion
494 Q0 WTX001-B15-112 2 0,089706 QueryExpansion
494 Q0 WTX001-B15-114 3 0,065953 QueryExpansion
494 Q0 WTX001-B15-116 4 0,064270 QueryExpansion
494 Q0 WTX001-B11-35 5 0,061257 QueryExpansion
494 Q0 WTX001-B15-125 6 0,056996 QueryExpansion
494 Q0 WTX001-B20-132 7 0,044250 QueryExpansion
494 Q0 WTX001-B41-144 8 0,036238 QueryExpansion
494 Q0 WTX001-B15-35 9 0,034374 QueryExpansion
495 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
495 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
